Image_ID,Scene_Type,Objects_Detected,Bounding_Boxes,Text_Extracted,Confidence
IMG_492,General Incident,light,1 light,None,0.85
IMG_493,General Incident,light,1 light,None,0.83
IMG_494,General Incident,light,1 light,None,0.87
IMG_495,General Incident,light,1 light,None,0.84
IMG_496,General Incident,light,1 light,None,0.84
IMG_497,General Incident,light,1 light,None,0.83
IMG_498,General Incident,light,1 light,None,0.84
IMG_499,General Incident,light,1 light,None,0.81
IMG_500,General Incident,light,1 light,_— 4,0.87
IMG_501,General Incident,light,1 light,None,0.87
IMG_502,General Incident,light,1 light,a7},0.87
IMG_503,General Incident,light,1 light,a7},0.87
IMG_504,General Incident,light,1 light,None,0.86
IMG_505,General Incident,light,1 light,= 4,0.87
IMG_506,General Incident,light,1 light,None,0.87
IMG_507,General Incident,light,1 light,None,0.86
IMG_508,General Incident,light,1 light,None,0.86
IMG_509,General Incident,light,1 light,None,0.86
IMG_510,General Incident,light,1 light,None,0.87
IMG_511,General Incident,light,1 light,None,0.89
IMG_512,General Incident,light,1 light,None,0.79
IMG_513,General Incident,light,1 light,None,0.77
IMG_514,General Incident,light,1 light,None,0.77
IMG_515,General Incident,light,1 light,None,0.78
IMG_516,General Incident,light,1 light,None,0.77
IMG_517,General Incident,light,2 lights,None,0.75
IMG_518,General Incident,light,2 lights,None,0.78
IMG_519,General Incident,light,2 lights,None,0.78
IMG_520,General Incident,light,1 light,None,0.86
IMG_521,General Incident,light,1 light,None,0.86
IMG_522,General Incident,light,1 light,None,0.9
IMG_523,General Incident,light,1 light,None,0.88
IMG_524,General Incident,light,1 light,) 8,0.9
IMG_525,General Incident,light,1 light,None,0.9
IMG_526,General Incident,light,1 light,yy ',0.9
IMG_527,General Incident,light,1 light,None,0.88
IMG_528,General Incident,light,1 light,None,0.77
IMG_529,General Incident,light,2 lights,None,0.57
IMG_530,General Incident,light,2 lights,None,0.74
IMG_531,General Incident,light,2 lights,None,0.65
IMG_532,General Incident,light,1 light,bal |; * Saif,0.91
IMG_533,General Incident,light,1 light,None,0.91
IMG_534,General Incident,light,1 light,None,0.87
IMG_535,General Incident,light,1 light,cheetah; a! ae; 4 v;,0.89
IMG_536,General Incident,no-fire,1 no-fire,None,0.93
IMG_537,General Incident,no-fire,1 no-fire,a a all; HW); hae,0.89
IMG_538,General Incident,no-fire,1 no-fire,‘Wy,0.89
IMG_539,General Incident,no-fire,1 no-fire,ae); rok; Pal,0.91
IMG_540,General Incident,no-fire,1 no-fire,None,0.94
IMG_541,General Incident,no-fire,1 no-fire,lca; ho ae; say,0.91
IMG_542,General Incident,no-fire,1 no-fire,Cail,0.9
IMG_543,General Incident,no-fire,1 no-fire,None,0.89
IMG_544,General Incident,no-fire,1 no-fire,Thr; » f; “ae,0.86
IMG_545,General Incident,no-fire,1 no-fire,lhe,0.91
IMG_546,General Incident,no-fire,1 no-fire,"' ply?; ""ei; J Seay",0.87
IMG_547,General Incident,no-fire,1 no-fire,ee.; wer?,0.93
IMG_548,General Incident,no-fire,1 no-fire,None,0.89
IMG_549,General Incident,no-fire,1 no-fire,"nhs; yiy; ""eo",0.9
IMG_550,General Incident,no-fire,1 no-fire,None,0.91
IMG_551,General Incident,no-fire,1 no-fire,‘as; ang; Pie,0.82
IMG_552,General Incident,no-fire,1 no-fire,oe).; Pika; aoe,0.87
IMG_553,General Incident,no-fire,1 no-fire,None,0.92
IMG_554,General Incident,no-fire,1 no-fire,| | L,0.91
IMG_555,General Incident,no-fire,1 no-fire,"fk. y; J : ‘|; ll ""1!",0.9
IMG_556,General Incident,no-fire,1 no-fire,"las bs,; | E",0.93
IMG_557,General Incident,no-fire,1 no-fire,None,0.87
IMG_558,General Incident,no-fire,1 no-fire,ig ©,0.9
IMG_559,General Incident,no-fire,1 no-fire,| lath,0.9
IMG_560,General Incident,no-fire,1 no-fire,"“oY; i) 1; ‘pl,",0.9
IMG_561,General Incident,no-fire,1 no-fire,baa; Ms a; A 8,0.91
IMG_562,General Incident,no-fire,1 no-fire,None,0.9
IMG_563,General Incident,no-fire,1 no-fire,None,0.86
IMG_564,General Incident,no-fire,1 no-fire,None,0.9
IMG_565,General Incident,no-fire,1 no-fire,ih ih; lat,0.92
IMG_566,General Incident,no-fire,1 no-fire,None,0.88
IMG_567,General Incident,no-fire,1 no-fire,‘t|; eed; art,0.87
IMG_568,General Incident,no-fire,1 no-fire,a |,0.89
IMG_569,General Incident,no-fire,1 no-fire,silt; LEA]; rh it,0.91
IMG_570,General Incident,no-fire,1 no-fire,None,0.89
IMG_571,General Incident,no-fire,1 no-fire,ete,0.86
IMG_572,General Incident,no-fire,1 no-fire,lhe,0.92
IMG_573,General Incident,no-fire,1 no-fire,ied,0.92
IMG_574,General Incident,no-fire,1 no-fire,None,0.84
IMG_575,General Incident,no-fire,1 no-fire,Lar; wal:,0.87
IMG_576,General Incident,no-fire,1 no-fire,Read; ee |; ope,0.9
IMG_577,General Incident,no-fire,1 no-fire,Wil; ul 4; iT),0.9
IMG_578,General Incident,no-fire,1 no-fire,|) hare a,0.92
IMG_579,General Incident,no-fire,1 no-fire,ai |,0.88
IMG_580,General Incident,no-fire,1 no-fire,"thr; ""af; ea =",0.88
IMG_581,General Incident,no-fire,1 no-fire,Led; a et; Paarl,0.88
IMG_582,General Incident,no-fire,1 no-fire,None,0.85
IMG_583,General Incident,no-fire,1 no-fire,feet; 1B.; Pie,0.89
IMG_584,General Incident,no-fire,1 no-fire,"Fel; ‘_ge; ""Wd",0.83
IMG_585,General Incident,no-fire,1 no-fire,None,0.86
IMG_586,General Incident,no-fire,1 no-fire,at a,0.88
IMG_587,General Incident,no-fire,1 no-fire,it a; fa); ry ' M4,0.88
IMG_588,General Incident,no-fire,1 no-fire,a 4; Card; Por,0.88
IMG_589,General Incident,no-fire,1 no-fire,Dal; iz |,0.92
IMG_590,General Incident,no-fire,1 no-fire,a the; e-%; Let,0.89
IMG_591,General Incident,no-fire,1 no-fire,iar; ‘Sea; Pi P,0.94
IMG_592,General Incident,no-fire,1 no-fire,Are; i \; ‘i.,0.92
IMG_593,General Incident,no-fire,1 no-fire,Pei; had; ia ata,0.88
IMG_594,General Incident,no-fire,1 no-fire,cme; Ts.; whe,0.82
IMG_595,General Incident,no-fire,1 no-fire,ili |; | hes,0.9
IMG_596,General Incident,no-fire,1 no-fire,ip at; Li |; iT;,0.89
IMG_597,General Incident,no-fire,1 no-fire,ial,0.85
IMG_598,General Incident,no-fire,1 no-fire,Mt),0.86
IMG_599,General Incident,no-fire,1 no-fire,aye; bey; alr,0.88
IMG_600,General Incident,no-fire,1 no-fire,Ped; rae; Cad,0.88
IMG_601,General Incident,no-fire,1 no-fire,None,0.87
IMG_602,General Incident,no-fire,1 no-fire,‘at; eee; Prag,0.87
IMG_603,General Incident,no-fire,1 no-fire,"1%,; Bee",0.86
IMG_604,General Incident,no-fire,1 no-fire,tll; ft!; li|,0.87
IMG_605,General Incident,no-fire,1 no-fire,Oil,0.92
IMG_606,General Incident,no-fire,1 no-fire,None,0.86
IMG_607,General Incident,no-fire,1 no-fire,\ a; ait,0.9
IMG_608,General Incident,no-fire,1 no-fire,iil a,0.88
IMG_609,General Incident,no-fire,1 no-fire,fiat; . h; * ES am,0.85
IMG_610,General Incident,no-fire,1 no-fire,Vda,0.89
IMG_611,General Incident,no-fire,1 no-fire,None,0.89
IMG_612,General Incident,no-fire,1 no-fire,a 8; if |,0.89
IMG_613,General Incident,no-fire,1 no-fire,Tas; fff; noe,0.91
IMG_614,General Incident,no-fire,1 no-fire,I! |; ie |,0.9
IMG_615,General Incident,no-fire,1 no-fire,eels,0.87
IMG_616,General Incident,no-fire,1 no-fire,ill,0.85
IMG_617,General Incident,no-fire,1 no-fire,ita e,0.93
IMG_618,General Incident,no-fire,1 no-fire,None,0.89
IMG_619,General Incident,no-fire,1 no-fire,None,0.82
IMG_620,General Incident,no-fire,1 no-fire,Lata ten ae,0.74
IMG_621,General Incident,no-fire,1 no-fire,othe; WN ih; ata,0.83
IMG_622,General Incident,no-fire,1 no-fire,aaa se ay,0.84
IMG_623,Fire Scene,smoke,1 smoke plume,None,0.91
IMG_624,General Incident,no-fire,1 no-fire,None,0.92
IMG_625,General Incident,no-fire,1 no-fire,ay Tansee a,0.85
IMG_626,General Incident,no-fire,1 no-fire,alae a,0.62
IMG_627,General Incident,no-fire,1 no-fire,None,0.84
IMG_628,General Incident,no-fire,1 no-fire,( J; aA ten a,0.82
IMG_629,General Incident,no-fire,1 no-fire,tity.; ery,0.85
IMG_630,General Incident,no-fire,1 no-fire,"FIREVIDEO, NET",0.83
IMG_631,General Incident,no-fire,1 no-fire,teal,0.84
IMG_632,General Incident,no-fire,1 no-fire,cme,0.88
IMG_633,General Incident,no-fire,1 no-fire,None,0.88
IMG_634,General Incident,no-fire,1 no-fire,None,0.79
IMG_635,General Incident,no-fire,1 no-fire,| asa sen at,0.82
IMG_636,General Incident,no-fire,1 no-fire,None,0.85
IMG_637,General Incident,no-fire,1 no-fire,air,0.88
IMG_638,General Incident,no-fire,1 no-fire,None,0.89
IMG_639,General Incident,no-fire,1 no-fire,On); baa; { f,0.88
IMG_640,General Incident,no-fire,1 no-fire,None,0.9
IMG_641,General Incident,no-fire,1 no-fire,Mar; yf {,0.9
IMG_642,General Incident,no-fire,1 no-fire,None,0.88
IMG_643,General Incident,no-fire,1 no-fire,the; Hy il,0.89
IMG_644,General Incident,no-fire,1 no-fire,None,0.89
IMG_645,General Incident,no-fire,1 no-fire,Tht; t ag,0.88
IMG_646,General Incident,no-fire,1 no-fire,None,0.83
IMG_647,General Incident,no-fire,1 no-fire,None,0.91
IMG_648,General Incident,no-fire,1 no-fire,None,0.86
IMG_649,General Incident,no-fire,1 no-fire,>. <4; Math y; Ane,0.84
IMG_650,General Incident,no-fire,1 no-fire,None,0.85
IMG_651,General Incident,no-fire,1 no-fire,Ars; Hae; Ad &,0.85
IMG_652,General Incident,no-fire,1 no-fire,None,0.91
IMG_653,General Incident,no-fire,1 no-fire,Ln A; erg; é@y,0.83
IMG_654,General Incident,no-fire,1 no-fire,La?; res,0.89
IMG_655,General Incident,no-fire,1 no-fire,Ate,0.95
IMG_656,General Incident,no-fire,1 no-fire,Te:; ~\4 :; ‘Ks,0.92
IMG_657,General Incident,no-fire,1 no-fire,i \; RRS; ‘e's,0.88
IMG_658,General Incident,no-fire,1 no-fire,= Rta oe ve; ih Tie; r * a Og,0.84
IMG_659,General Incident,no-fire,1 no-fire,2. i; aa * 5 Ae; R Ag,0.89
IMG_660,General Incident,no-fire,1 no-fire,(oy; y 4; Mer,0.89
IMG_661,General Incident,light,1 light,None,0.82
IMG_662,General Incident,no-fire,1 no-fire,None,0.92
IMG_663,General Incident,no-fire,1 no-fire,(hl; hi F; Pay,0.9
IMG_664,General Incident,no-fire,1 no-fire,None,0.9
IMG_665,General Incident,no-fire,1 no-fire,i By; r J; Pa Fs,0.91
IMG_666,General Incident,no-fire,1 no-fire,None,0.86
IMG_667,General Incident,no-fire,1 no-fire,None,0.86
IMG_668,General Incident,no-fire,1 no-fire,None,0.91
IMG_669,General Incident,no-fire,1 no-fire,atin,0.86
IMG_670,General Incident,no-fire,1 no-fire,ahs; qi),0.92
IMG_671,General Incident,no-fire,1 no-fire,None,0.92
IMG_672,General Incident,no-fire,1 no-fire,None,0.92
IMG_673,General Incident,no-fire,1 no-fire,None,0.91
IMG_674,General Incident,no-fire,1 no-fire,os]; ‘ne; nee],0.91
IMG_675,General Incident,no-fire,1 no-fire,None,0.91
IMG_676,General Incident,no-fire,1 no-fire,ru),0.91
IMG_677,General Incident,no-fire,1 no-fire,1 3,0.88
IMG_678,General Incident,no-fire,1 no-fire,| iF; ell; fe:,0.91
IMG_679,General Incident,no-fire,1 no-fire,i fh; aa |; ware |,0.89
IMG_680,General Incident,no-fire,1 no-fire,a-™; “yh; jaar,0.9
IMG_681,General Incident,no-fire,1 no-fire,ae ii,0.92
IMG_682,General Incident,no-fire,1 no-fire,[ry; eal; pee Rt,0.92
IMG_683,General Incident,no-fire,1 no-fire,None,0.93
IMG_684,General Incident,no-fire,1 no-fire,"rare,; Wi Ratha; (Ail",0.89
IMG_685,General Incident,no-fire,1 no-fire,. AVE; tise; rs 4H,0.91
IMG_686,General Incident,no-fire,1 no-fire,mn Ly; 4 1 &,0.91
IMG_687,General Incident,no-fire,1 no-fire,None,0.91
IMG_688,General Incident,no-fire,1 no-fire,me eee; “ed; ‘eed,0.93
IMG_689,General Incident,no-fire,1 no-fire,None,0.88
IMG_690,General Incident,no-fire,1 no-fire,‘if; Coil; cao,0.91
IMG_691,General Incident,no-fire,1 no-fire,"or,; “ae; Bie:",0.9
IMG_692,General Incident,no-fire,1 no-fire,nny; it | a; iii,0.91
IMG_693,Fire Scene,smoke,1 smoke plume,—-7; ee raed s,0.88
IMG_694,General Incident,no-fire,1 no-fire,ate; Pos; iad,0.94
IMG_695,General Incident,no-fire,1 no-fire,None,0.9
IMG_696,General Incident,no-fire,1 no-fire,iis; aay; wha,0.86
IMG_697,General Incident,no-fire,1 no-fire,ceil; we}; - é,0.93
IMG_698,General Incident,no-fire,1 no-fire,Pn.; igs; 2! sagt,0.92
IMG_699,Fire Scene,smoke,1 smoke plume,None,0.84
IMG_700,General Incident,no-fire,1 no-fire,None,0.87
IMG_701,General Incident,no-fire,1 no-fire,Lhe |:; F Gels; tf),0.9
IMG_702,General Incident,no-fire,1 no-fire,None,0.87
IMG_703,General Incident,no-fire,1 no-fire,dew; Bee; ih ae,0.9
IMG_704,General Incident,no-fire,1 no-fire,Avs |,0.91
IMG_705,General Incident,no-fire,1 no-fire,a. @,0.89
IMG_706,General Incident,no-fire,1 no-fire,pat; ths; pire,0.92
IMG_707,General Incident,no-fire,1 no-fire,Pained; i= A os,0.91
IMG_708,General Incident,no-fire,1 no-fire,None,0.9
IMG_709,General Incident,no-fire,1 no-fire,af |; Ey?,0.86
IMG_710,General Incident,no-fire,1 no-fire,—=F; = te,0.9
IMG_711,General Incident,no-fire,1 no-fire,mi!; a Kt,0.89
IMG_712,General Incident,no-fire,1 no-fire,fail,0.89
IMG_713,General Incident,no-fire,1 no-fire,eo); Ekg; Cry,0.92
IMG_714,General Incident,no-fire,1 no-fire,rey; va); Va |,0.92
IMG_715,General Incident,no-fire,1 no-fire,i es; co]; het,0.9
IMG_716,General Incident,no-fire,1 no-fire,Fee; i ?; Edd,0.88
IMG_717,General Incident,no-fire,1 no-fire,None,0.92
IMG_718,General Incident,no-fire,1 no-fire,rand; Ler; Chat},0.92
IMG_719,General Incident,no-fire,1 no-fire,None,0.91
IMG_720,General Incident,no-fire,1 no-fire,None,0.88
IMG_721,General Incident,no-fire,1 no-fire,a i; 0 pow alka aT Pe,0.88
IMG_722,General Incident,no-fire,1 no-fire,nes; a UT; bie Uy,0.9
IMG_723,General Incident,no-fire,1 no-fire,pete; errs |; Detalles,0.92
IMG_724,General Incident,no-fire,1 no-fire,aaa; die; Pergieere sg,0.91
IMG_725,General Incident,no-fire,1 no-fire,"eat; hia; ‘i, 9:",0.94
IMG_726,General Incident,no-fire,1 no-fire,tha a; vet Pane; ile 5,0.9
IMG_727,General Incident,no-fire,1 no-fire,Od aR; hh!; el],0.9
IMG_728,General Incident,no-fire,1 no-fire,ii iL;; ett); | pid,0.89
IMG_729,General Incident,no-fire,1 no-fire,“cal,0.91
IMG_730,General Incident,no-fire,1 no-fire,raf aN; i —; eel,0.91
IMG_731,Fire Scene,fire,1 fire region,é ty re; Ths; 1 tated,0.81
IMG_732,General Incident,no-fire,1 no-fire,ree; cad); Wie,0.85
IMG_733,General Incident,no-fire,1 no-fire,tas,0.86
IMG_734,General Incident,no-fire,1 no-fire,Lal,0.84
IMG_735,General Incident,no-fire,1 no-fire,Paha,0.92
IMG_736,General Incident,no-fire,1 no-fire,aes,0.91
IMG_737,General Incident,no-fire,1 no-fire,meee SES ee Cl,0.89
IMG_738,General Incident,no-fire,1 no-fire,None,0.92
IMG_739,General Incident,no-fire,1 no-fire,15g; a |; iis:,0.92
IMG_740,General Incident,no-fire,1 no-fire,raat 4; pe fa!; fs al,0.93
IMG_741,General Incident,no-fire,1 no-fire,"etd pe a; 7 ,; Pred",0.92
IMG_742,General Incident,no-fire,1 no-fire,+ aie,0.85
IMG_743,General Incident,no-fire,1 no-fire,ca ©; Tt a,0.92
IMG_744,General Incident,no-fire,1 no-fire,etch d,0.87
IMG_745,General Incident,no-fire,1 no-fire,“wl; Tay; fF mee,0.91
IMG_746,General Incident,no-fire,1 no-fire,a ik; a Ficlerale; eas,0.89
IMG_747,General Incident,no-fire,1 no-fire,‘iat ;; aig at,0.92
IMG_748,General Incident,no-fire,1 no-fire,“ala; nile; t Pi,0.9
IMG_749,General Incident,no-fire,1 no-fire,2 adi.; fie,0.9
IMG_750,General Incident,no-fire,1 no-fire,ted; fez; os FE,0.91
IMG_751,General Incident,no-fire,1 no-fire,err; Palit =); rieeea,0.93
IMG_752,General Incident,no-fire,1 no-fire,ag?; ilies; a Nae,0.92
IMG_753,General Incident,no-fire,1 no-fire,be); ‘Ea; ta 2,0.91
IMG_754,General Incident,no-fire,1 no-fire,had; ‘Te_,0.89
IMG_755,General Incident,no-fire,1 no-fire,Tie; ads; Sra,0.91
IMG_756,General Incident,no-fire,1 no-fire,Fos; Dee; raaeile,0.9
IMG_757,General Incident,no-fire,1 no-fire,ii); Paina; Liat as,0.88
IMG_758,General Incident,no-fire,1 no-fire,ie.; ot I; tal,0.88
IMG_759,General Incident,no-fire,1 no-fire,ip fale. 2; Ris; Pie,0.88
IMG_760,General Incident,no-fire,1 no-fire,Lara; aa |; ‘al,0.85
IMG_761,General Incident,no-fire,1 no-fire,oll; me.; aed 2,0.85
IMG_762,General Incident,no-fire,1 no-fire,"a a; eis; i a .""",0.9
IMG_763,General Incident,no-fire,1 no-fire,Re L,0.91
IMG_764,General Incident,no-fire,1 no-fire,“heat; Bama 48; ‘14,0.91
IMG_765,General Incident,no-fire,1 no-fire,Ege 2.; Nisa.»; Pe),0.91
IMG_766,General Incident,no-fire,1 no-fire,Prt; bia; Ls st |,0.89
IMG_767,General Incident,no-fire,1 no-fire,arty; ies; it |,0.89
IMG_768,General Incident,no-fire,1 no-fire,ae); Tee,0.92
IMG_769,General Incident,no-fire,1 no-fire,ema |,0.88
IMG_770,General Incident,no-fire,1 no-fire,None,0.89
IMG_771,General Incident,no-fire,1 no-fire,“1;; —— a; ce),0.9
IMG_772,General Incident,no-fire,1 no-fire,"Se ale; =a).,-|",0.88
IMG_773,General Incident,no-fire,1 no-fire,bee; Pat; eo ee,0.9
IMG_774,General Incident,no-fire,1 no-fire,SS 3 —; aes; Reape,0.9
IMG_775,General Incident,no-fire,1 no-fire,None,0.91
IMG_776,General Incident,no-fire,1 no-fire,wit,0.87
IMG_777,General Incident,no-fire,1 no-fire,‘Ld,0.91
IMG_778,General Incident,no-fire,1 no-fire,None,0.88
IMG_779,General Incident,no-fire,1 no-fire,Dee ed; oad; oar,0.9
IMG_780,General Incident,no-fire,1 no-fire,_—F,0.84
IMG_781,General Incident,no-fire,1 no-fire,None,0.91
IMG_782,General Incident,no-fire,1 no-fire,None,0.87
IMG_783,General Incident,no-fire,1 no-fire,None,0.92
IMG_784,General Incident,no-fire,1 no-fire,lai; hoy; a i,0.91
IMG_785,General Incident,no-fire,1 no-fire,ver; chil,0.92
IMG_786,General Incident,no-fire,1 no-fire,None,0.94
IMG_787,General Incident,no-fire,1 no-fire,neon ly,0.9
IMG_788,General Incident,no-fire,1 no-fire,oie,0.85
IMG_789,General Incident,no-fire,1 no-fire,None,0.88
IMG_790,General Incident,no-fire,1 no-fire,None,0.92
IMG_791,General Incident,no-fire,1 no-fire,None,0.9
IMG_792,General Incident,no-fire,1 no-fire,None,0.89
IMG_793,General Incident,no-fire,1 no-fire,"r,s",0.93
IMG_794,General Incident,no-fire,1 no-fire,None,0.9
IMG_795,General Incident,no-fire,1 no-fire,None,0.93
IMG_796,General Incident,no-fire,1 no-fire,None,0.93
IMG_797,General Incident,no-fire,1 no-fire,case,0.89
IMG_798,General Incident,no-fire,1 no-fire,None,0.9
IMG_799,General Incident,no-fire,1 no-fire,None,0.91
IMG_800,General Incident,no-fire,1 no-fire,None,0.9
IMG_801,General Incident,no-fire,1 no-fire,None,0.88
IMG_802,General Incident,no-fire,1 no-fire,None,0.88
IMG_803,General Incident,no-fire,1 no-fire,None,0.91
IMG_804,General Incident,no-fire,1 no-fire,| i},0.92
IMG_805,General Incident,no-fire,1 no-fire,ani; _ 4,0.9
IMG_806,General Incident,no-fire,1 no-fire,None,0.9
IMG_807,General Incident,no-fire,1 no-fire,None,0.86
IMG_808,General Incident,no-fire,1 no-fire,rns,0.88
IMG_809,General Incident,no-fire,1 no-fire,None,0.89
IMG_810,General Incident,no-fire,1 no-fire,a AO,0.88
IMG_811,General Incident,no-fire,1 no-fire,None,0.89
IMG_812,General Incident,no-fire,1 no-fire,None,0.91
IMG_813,General Incident,no-fire,1 no-fire,ans,0.9
IMG_814,General Incident,no-fire,1 no-fire,Sea,0.86
IMG_815,General Incident,no-fire,1 no-fire,lel,0.91
IMG_816,General Incident,no-fire,1 no-fire,a” 7),0.88
IMG_817,General Incident,no-fire,1 no-fire,} a; wee; i+.,0.89
IMG_818,General Incident,no-fire,1 no-fire,None,0.9
IMG_819,Fire Scene,smoke,1 smoke plume,(ate,0.64
IMG_820,Fire Scene,smoke,1 smoke plume,ihe; bt |; ig!,0.79
IMG_821,Fire Scene,smoke,1 smoke plume,A 10:39; a |; Fae,0.92
IMG_822,General Incident,None,None,FAA 16:39; a a; aa),0.0
IMG_823,General Incident,None,None,FAA 16:39; a a; aa),0.0
IMG_824,General Incident,None,None,v1 b; a a,0.0
IMG_825,Fire Scene,smoke,1 smoke plume,2o1y-; 20 eq— 15:56:47; rR aed),0.84
IMG_826,Fire Scene,smoke,1 smoke plume,Fas) ie; -20 @AH— 15:56:47; wr},0.81
IMG_827,Fire Scene,smoke,1 smoke plume,Fas) Wie; <0 AA— 15:56:48; Or},0.62
IMG_828,Fire Scene,smoke,1 smoke plume,Fas) Wie; =20; A— 15:56:48,0.75
IMG_829,Fire Scene,smoke,1 smoke plume,Fas) Wie; -20 @AA— 15:56:48; eh get P|,0.46
IMG_830,Fire Scene,smoke,1 smoke plume,Fas) Wie; 20 Feq— 15:56:48; aed Py,0.52
IMG_831,Fire Scene,smoke,1 smoke plume,Fas) Wie; 28 Feq— 15:56:49; aur],0.78
IMG_832,Fire Scene,smoke,1 smoke plume,Fas) Wie; -20 Aq— 15:56:49; get ysl,0.85
IMG_833,Fire Scene,smoke,1 smoke plume,Fas) Wie; <2) eq— 15:57:00; EB Sid a,0.85
IMG_834,Fire Scene,smoke,1 smoke plume,Memes 20 Se Ai— 15:57:00; ets; P= bli eee eal,0.8
IMG_835,Fire Scene,smoke,1 smoke plume,in «; Ppt; foo,0.86
IMG_836,Fire Scene,smoke,1 smoke plume,Fas) Wie; 20 Feq— 15:57:00; Fe Si ied a,0.81
IMG_837,Fire Scene,smoke,1 smoke plume,Fas) Wie; —20 BEA 15:57:01; bay,0.92
IMG_838,Fire Scene,smoke,1 smoke plume,Fas) ie; <20 eq— 15:57:01; wr},0.88
IMG_839,Fire Scene,smoke,1 smoke plume,Fas) Wie; 20 eq— 15:57:01; ois,0.94
IMG_840,Fire Scene,smoke,1 smoke plume,2o1y-; 20 Eeq— 15:56:27; Fae Pye,0.89
IMG_841,Fire Scene,smoke,1 smoke plume,Fas) Wie; 20 eq— 15:57:02; P= be ieee Re,0.78
IMG_842,Fire Scene,smoke,1 smoke plume,Fas) Wie; 20 eq— 15:57:02; Et.,0.9
IMG_843,Fire Scene,smoke,1 smoke plume,2o1y-; 20 eq— 15:57:02; PB eee ie,0.71
IMG_844,Fire Scene,smoke,1 smoke plume,2o1y-; <2 eq— 15:57:02; ae ey,0.82
IMG_845,Fire Scene,smoke,1 smoke plume,2o1y-; 20 Eeq— 15:57:03; et.,0.8
IMG_846,Fire Scene,fire,1 fire region,None,0.85
IMG_847,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_848,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_849,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_850,Fire Scene,smoke,1 smoke plume,None,0.83
IMG_851,Fire Scene,smoke,1 smoke plume,None,0.77
IMG_852,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_853,Fire Scene,smoke,1 smoke plume,None,0.92
IMG_854,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_855,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_856,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_857,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_858,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_859,Fire Scene,smoke,1 smoke plume,None,0.81
IMG_860,Fire Scene,smoke,1 smoke plume,None,0.91
IMG_861,Fire Scene,smoke,1 smoke plume,~~ = a+,0.88
IMG_862,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_863,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_864,Fire Scene,smoke,1 smoke plume,We.,0.9
IMG_865,Fire Scene,smoke,1 smoke plume,i f,0.86
IMG_866,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_867,Fire Scene,smoke,1 smoke plume,None,0.77
IMG_868,Fire Scene,smoke,1 smoke plume,“ i,0.85
IMG_869,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_870,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_871,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_872,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_873,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_874,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_875,Fire Scene,smoke,1 smoke plume,ial,0.84
IMG_876,Fire Scene,smoke,1 smoke plume,None,0.91
IMG_877,Fire Scene,smoke,1 smoke plume,None,0.92
IMG_878,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_879,Fire Scene,smoke,1 smoke plume,None,0.83
IMG_880,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_881,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_882,Fire Scene,smoke,1 smoke plume,None,0.87
IMG_883,Fire Scene,smoke,1 smoke plume,None,0.84
IMG_884,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_885,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_886,Fire Scene,smoke,1 smoke plume,None,0.85
IMG_887,Fire Scene,smoke,1 smoke plume,None,0.88
IMG_888,Fire Scene,smoke,1 smoke plume,None,0.86
IMG_889,Fire Scene,smoke,1 smoke plume,None,0.8
IMG_890,Fire Scene,smoke,1 smoke plume,None,0.84
IMG_891,Fire Scene,smoke,1 smoke plume,None,0.87
IMG_892,Fire Scene,smoke,1 smoke plume,None,0.9
IMG_893,Fire Scene,smoke,1 smoke plume,None,0.83
IMG_894,Fire Scene,smoke,1 smoke plume,None,0.71
IMG_895,Fire Scene,smoke,1 smoke plume,None,0.78
IMG_896,General Incident,None,None,None,0.0
IMG_897,General Incident,None,None,None,0.0
IMG_898,Fire Scene,smoke,1 smoke plume,None,0.77
IMG_899,Fire Scene,smoke,1 smoke plume,None,0.85
IMG_900,Fire Scene,smoke,1 smoke plume,None,0.87
IMG_901,Fire Scene,smoke,1 smoke plume,eesti; phe; oid,0.89
IMG_902,Fire Scene,smoke,1 smoke plume,None,0.85
IMG_903,Fire Scene,smoke,1 smoke plume,None,0.68
IMG_904,Fire Scene,smoke,1 smoke plume,None,0.83
IMG_905,Fire Scene,smoke,1 smoke plume,None,0.89
IMG_906,Fire Scene,smoke,1 smoke plume,None,0.87
